"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"07/2022";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"359.822.188,52";"375.210.088,24";"266.913.438,76";"0,00";
"11/2022";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"- 11.475.394,45";"13.690.711,38";"282.692.199,24";"165.137,00";
"09/2022";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"406.850.210,30";"334.194.252,89";"327.018.116,45";"224.120,79";
"04/2022";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"85.054,12";"6.192.452,39";"6.192.452,39";"11.720.006,73";
"09/2022";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"1.085.166,53";"20.966.789,30";"20.963.044,83";"120.263,09";
"01/2022";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"265.765.932,00";"5.574.123,98";"5.574.123,98";"14.025.701,19";
"10/2022";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"635.839,33";"15.031.743,90";"15.028.046,38";"1.196.051,54";
"08/2022";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"26.279.831,19";"20.898.894,04";"20.880.768,92";"798.843,82";
"05/2022";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"26.627.886,72";"5.672.540,95";"5.663.143,44";"11.871.592,20";
"02/2022";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"18.035.616,00";"5.076.333,64";"5.076.333,64";"13.793.922,00";
"07/2022";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"- 11.001.826,39";"12.047.705,79";"12.108.793,58";"714.471,88";
"06/2022";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"- 84.082,50";"10.875.919,47";"10.823.554,19";"4.913.602,73";
"03/2022";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"103.726,84";"7.253.358,43";"7.253.358,43";"13.539.372,79";
"11/2022";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"32.132,79";"8.506.080,69";"8.388.090,82";"993.624,02";
"10/2022";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"3.223.794,66";"3.312.435,92";"3.286.380,47";"0,00";
"01/2022";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"1.454.027,00";"120.014,90";"37.048,39";"248.247,60";
"08/2022";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"229.150,01";"506.441,97";"511.337,96";"1.963,53";
"05/2022";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"339.385,73";"317.407,76";"313.122,98";"0,00";
"03/2022";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"66.465,11";"251.226,95";"221.710,50";"16.695,00";
"11/2022";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"1.859.128,43";"1.750.034,11";"1.832.104,22";"0,00";
"07/2022";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"728.779,95";"531.055,42";"572.701,44";"0,00";
"09/2022";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"266.524,25";"331.668,61";"331.364,99";"0,00";
"02/2022";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"279.206,02";"148.128,69";"146.509,13";"91.180,20";
"06/2022";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"312.382,50";"641.932,84";"614.534,61";"0,00";
"04/2022";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"484.836,16";"432.310,31";"447.880,44";"0,00";
"07/2022";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"197.646,74";"32.498.719,86";"40.339.217,46";"609.795,11";
"04/2022";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"15.245.792,83";"31.392.624,95";"31.777.727,21";"677.032,74";
"11/2022";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"4.217.318,17";"1.661.139,04";"23.062.474,01";"198.794,89";
"09/2022";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"26.702.116,77";"32.918.358,85";"33.391.579,26";"464.303,54";
"10/2022";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"4.864.335,25";"32.935.928,04";"31.701.634,13";"313.935,24";
"06/2022";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"4.201.681,09";"40.071.602,44";"32.137.117,55";"1.053.895,41";
"05/2022";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"4.498.862,92";"32.288.819,36";"31.680.424,48";"1.108.074,45";
"08/2022";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"4.954.210,96";"34.835.999,88";"34.290.915,17";"845.796,05";
"02/2022";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"5.483.056,09";"31.474.289,61";"31.020.231,00";"1.079.675,54";
"03/2022";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"206.358,05";"31.838.833,90";"31.707.927,12";"1.357.455,96";
"01/2022";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"348.986.539,22";"30.190.186,32";"9.329.125,37";"33.175.929,41";
"07/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"- 402.294,48";"41.184.775,25";"47.432.767,87";"1.985.138,36";
"10/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"1.233.692,56";"40.840.593,34";"40.688.842,96";"749.080,61";
"04/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"21.708.153,58";"36.732.785,39";"36.479.326,50";"1.808.240,73";
"09/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"1.399.750,10";"41.250.160,48";"41.291.438,18";"634.432,79";
"03/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"7.724.530,38";"36.867.345,07";"36.023.531,02";"4.045.749,23";
"08/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"8.290.895,80";"41.135.718,66";"40.520.046,29";"509.464,36";
"05/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"11.958.141,81";"38.708.487,03";"38.360.836,32";"3.538.141,02";
"01/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"451.170.939,77";"35.078.359,89";"10.974.145,08";"39.115.331,47";
"06/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"3.782.265,21";"46.780.078,51";"38.634.243,58";"1.119.977,77";
"02/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"715.084,99";"35.532.523,71";"35.366.360,02";"3.010.472,40";
"11/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"1.335.829,57";"1.562.227,79";"28.291.991,73";"341.038,50";
"09/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"4.677.601,36";"3.628.173,41";"3.709.170,00";"0,00";
"03/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"1.000.372,56";"2.968.487,62";"2.962.423,72";"73.865,41";
"04/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"1.533.087,69";"3.360.817,52";"3.078.652,88";"63.956,60";
"01/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"29.246.892,56";"2.098.068,77";"912.740,32";"2.418.002,30";
"05/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"- 4.432.446,96";"2.906.360,23";"2.989.504,17";"0,00";
"02/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"2.607.056,62";"2.317.967,45";"2.493.927,27";"869.666,66";
"07/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"808.552,35";"2.879.435,36";"3.143.285,79";"0,00";
"08/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"124.189,95";"2.424.144,16";"2.419.740,20";"0,00";
"11/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"1.306.849,91";"328.622,59";"1.102.723,55";"0,00";
"06/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"2.729.665,09";"4.792.001,79";"4.497.513,87";"0,00";
"10/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"4.235.237,03";"3.395.908,31";"3.405.908,67";"0,00";
"08/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"44.464.219,55";"55.011.936,21";"54.885.496,18";"1.942.778,67";
"02/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"5.686.301,99";"50.390.275,80";"50.016.007,96";"3.387.486,84";
"09/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"1.105.595,61";"54.230.804,73";"54.215.859,68";"1.771.115,02";
"06/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"122.131.715,46";"69.867.782,86";"52.175.025,92";"2.477.584,53";
"11/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"606.288,27";"1.845.416,37";"39.836.498,16";"827.762,24";
"07/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"82.767.525,62";"53.714.048,68";"70.029.005,62";"3.155.631,41";
"04/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"11.267.553,28";"52.135.115,82";"51.643.356,52";"1.509.474,80";
"05/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"13.735.079,59";"52.849.460,49";"48.424.309,20";"2.803.507,91";
"03/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"2.565.946,51";"51.783.038,68";"51.514.428,91";"4.334.582,20";
"01/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"406.654.344,41";"50.211.628,65";"13.740.472,59";"59.127.196,10";
"10/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"6.142.831,12";"54.681.484,27";"53.933.633,27";"1.352.790,60";
"04/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"4.405.565.640,13";"1.989.228.727,17";"1.992.831.275,38";"187.029.361,93";
"01/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"1.738.592.727,90";"1.687.989.985,04";"39.040.363,77";"1.338.943.805,42";
"02/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"1.941.072.121,42";"1.779.730.593,70";"1.780.987.815,00";"271.205.541,57";
"03/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"2.594.221.789,58";"1.815.890.747,28";"1.784.226.847,67";"263.539.001,53";
"08/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"2.049.595.027,97";"2.446.507.541,24";"2.393.871.200,28";"84.543.664,93";
"05/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"1.736.464.675,97";"1.882.731.974,07";"1.875.543.711,94";"143.452.216,29";
"11/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"184.757.514,73";"210.379.162,38";"1.861.561.766,93";"49.489.336,99";
"07/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"1.772.604.792,46";"2.052.791.130,60";"2.701.171.241,69";"100.463.113,69";
"06/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"4.051.604.519,93";"3.451.595.694,87";"2.739.533.770,83";"216.330.451,46";
"09/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"2.503.262.061,71";"2.287.619.284,87";"2.281.868.088,77";"92.690.633,01";
"10/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"6.449.428.060,95";"2.196.840.901,46";"2.239.005.532,05";"55.002.397,12";
"03/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"313.104.648,47";"2.044.294.529,27";"2.007.179.973,95";"155.415.106,63";
"04/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"818.883.252,53";"2.147.334.794,59";"2.099.374.345,06";"131.297.542,24";
"07/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"165.230.046,34";"2.402.777.664,71";"3.116.062.718,67";"58.659.079,73";
"10/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"317.760.322,27";"2.220.279.349,14";"2.210.035.857,73";"24.602.795,60";
"08/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"171.180.603,49";"2.391.061.455,63";"2.392.224.166,28";"40.958.038,31";
"05/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"946.375.303,96";"2.143.750.794,54";"2.166.033.797,41";"81.150.120,84";
"06/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"1.442.937.003,57";"3.462.347.150,83";"2.710.789.264,24";"92.826.015,28";
"11/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"247.977.761,58";"158.844.506,90";"1.602.662.019,93";"7.017.665,78";
"09/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"208.875.528,64";"2.533.286.156,81";"2.505.782.088,10";"37.620.965,10";
"02/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"478.099.391,40";"2.013.666.145,18";"2.010.630.670,75";"252.227.940,19";
"01/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"24.966.004.533,46";"1.966.166.863,17";"507.323.894,99";"1.626.641.858,12";
"09/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"479.607.874,23";"4.023.058.866,81";"4.130.262.310,36";"165.823.841,92";
"02/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"820.761.339,51";"3.635.221.095,89";"3.631.699.226,17";"362.473.396,09";
"04/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"548.078.504,95";"3.786.930.171,02";"4.027.871.243,80";"378.671.214,93";
"07/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"460.955.468,48";"4.077.074.940,87";"5.516.153.007,43";"137.747.658,87";
"01/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"46.640.207.927,86";"3.634.078.236,89";"888.029.588,09";"2.872.336.463,18";
"06/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"1.045.827.090,41";"5.380.324.246,83";"3.847.377.589,98";"186.714.205,45";
"05/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"551.952.974,71";"3.809.634.150,54";"3.752.002.514,21";"225.381.521,07";
"10/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"428.758.500,44";"4.082.441.173,45";"4.043.527.847,15";"94.262.423,01";
"03/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"350.491.913,03";"3.901.219.802,82";"3.676.771.342,51";"359.561.714,03";
"11/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"355.764.355,58";"175.139.894,40";"2.935.244.894,62";"82.534.848,48";
"08/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"422.923.397,34";"4.011.885.266,74";"3.983.082.062,61";"92.896.348,58";
"04/2022";"25000 - Ministério da Economia";"25203 - Comissão de Valores Mobiliários";"6.896.522,63";"15.591.949,39";"13.824.535,60";"1.208.234,85";
